2017-07-26 07:36:13.814720+0000,4.801716936105235e-10,5.701922680104021e-09,5.520269975771477e-10,0.2765888122377364
2017-07-26 07:36:13.822540+0000,-2.2475856291719644e-09,4.743244163264615e-09,-1.5155405991662599e-10,0.6651358581986151
2017-07-26 07:36:13.830340+0000,-1.219453776897752e-09,5.861866880551558e-09,9.566693794793116e-10,0.7935941143308798
2017-07-26 07:36:13.838160+0000,7.737782270353285e-10,5.11701083142225e-09,1.8428176448016245e-09,0.38259629963048286
2017-07-26 07:36:13.845980+0000,1.1740506978085478e-09,4.941679408956527e-09,5.382784187389214e-10,0.054092038569801514
2017-07-26 07:36:13.853780+0000,7.508763527107058e-10,5.342043205708308e-09,6.299411439988033e-10,0.30621604473319464
2017-07-26 07:36:13.861600+0000,1.3517099591134997e-09,7.74651500852426e-09,6.8008302493671e-10,0.017661604800383948
2017-07-26 07:36:13.869400+0000,1.7527928166923426e-09,6.825162882182006e-09,1.0373551796897184e-09,0.12390228613983015
2017-07-26 07:36:13.877220+0000,-8.474253550179689e-10,2.189479674447922e-09,-1.329010769053956e-09,0.27999563347874096
2017-07-26 07:36:13.885020+0000,-2.0331759502753314e-09,6.46197969057614e-10,-2.7525388331857443e-09,0.515767903695108
2017-07-26 07:36:13.892840+0000,-3.0572726431818883e-09,-6.168887768612622e-10,-2.163054146975993e-09,0.8501851084069922
2017-07-26 07:36:13.900660+0000,-8.201463108175846e-10,4.0995739398591695e-09,-5.884206398953872e-10,0.3767291729615925
2017-07-26 07:36:13.908480+0000,6.454684688951807e-10,4.899089183724052e-09,-7.870737855442918e-10,0.7590175639205916
2017-07-26 07:36:13.916280+0000,2.0416292423053656e-09,4.472601680414776e-09,-5.853066173752088e-10,1.1505011052226866
2017-07-26 07:36:13.924100+0000,3.729316640825534e-09,6.772433652030708e-09,-7.316465067887649e-11,0.6271788332507933
2017-07-26 07:36:13.931900+0000,3.6624263942368906e-09,6.202858221930847e-09,1.002221098249003e-09,0.2636145147182355
2017-07-26 07:36:13.939720+0000,4.764341734012029e-09,4.11026289500873e-09,-6.057218926262974e-10,0.16726066505771814
2017-07-26 07:36:13.947520+0000,2.728669359120876e-09,4.7230506007718355e-09,-1.5821592040809487e-10,0.15913229766611225
2017-07-26 07:36:13.955340+0000,-7.380529748153331e-10,3.6023419235168867e-09,-2.5155361382385275e-09,0.05622670237241487
